Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Inventory,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Margin,Marketing,Profit,Sales,Total Expenses
541,10/1/13 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,405,30,70,60,100,52,71,17,40,131,44
541,9/1/13 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,579,50,70,50,120,61,79,20,70,149,32
541,9/1/13 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,482,10,20,20,30,20,30,5,19,53,17
541,9/1/13 0:00,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,469,70,100,50,170,57,80,18,27,146,62
541,8/1/13 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,587,50,80,60,130,68,87,22,73,154,32
541,8/1/13 0:00,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,810,70,120,80,190,114,172,37,144,283,63
541,8/1/13 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,1292,130,140,90,270,145,146,40,112,288,60
541,8/1/13 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,484,10,10,10,20,16,25,4,12,41,15
541,8/1/13 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,414,40,60,20,100,49,60,18,12,108,47
541,7/1/13 0:00,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,692,90,130,90,220,141,195,43,178,333,61
541,7/1/13 0:00,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,822,70,120,80,190,114,172,37,144,283,63
541,7/1/13 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,432,40,60,40,100,34,51,10,25,84,31
541,7/1/13 0:00,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,478,40,70,20,110,39,55,12,0,93,51
541,6/1/13 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,816,20,40,40,60,28,41,7,30,68,18
541,6/1/13 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,397,40,70,40,110,50,68,16,33,117,41
541,5/1/13 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,602,30,50,30,80,43,56,14,41,98,24
541,5/1/13 0:00,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,555,70,110,70,180,114,159,35,139,271,54
541,5/1/13 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,1156,140,140,90,280,149,149,41,115,295,61
541,5/1/13 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,361,50,60,20,110,53,65,20,15,117,50
541,4/1/13 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,608,30,60,40,90,46,60,15,47,113,28
541,4/1/13 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,363,50,80,50,130,43,64,13,42,114,36
541,4/1/13 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,454,10,20,20,30,21,32,5,22,56,17
541,4/1/13 0:00,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,399,60,80,30,140,49,70,16,12,127,62
541,3/1/13 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,449,10,20,20,30,21,32,5,24,56,16
541,2/1/13 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,329,50,80,50,130,60,80,19,49,149,47
541,2/1/13 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,331,50,70,20,120,59,73,22,27,141,55
541,2/1/13 0:00,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,427,60,100,40,160,54,75,49,-6,137,79
541,1/1/13 0:00,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,500,50,80,50,130,84,116,26,104,224,51
541,1/1/13 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,456,20,30,30,50,32,48,8,44,90,21
541,12/1/12 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,551,70,100,70,170,81,104,26,66,185,38
541,12/1/12 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,829,20,30,20,50,24,36,6,19,60,17
541,11/1/12 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,482,20,30,30,50,32,48,8,28,80,20
541,11/1/12 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,410,50,70,30,120,55,69,20,16,124,53
541,11/1/12 0:00,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,509,60,80,10,140,52,73,47,-4,125,77
541,10/1/12 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,480,0,20,20,20,21,32,5,16,53,16
541,9/1/12 0:00,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,666,60,90,60,150,96,134,29,81,230,53
541,9/1/12 0:00,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,798,60,100,60,160,99,150,32,87,249,63
541,9/1/12 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,1280,140,150,90,290,155,155,43,87,310,68
541,9/1/12 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,482,10,20,20,30,20,30,5,13,50,17
541,9/1/12 0:00,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,469,70,100,50,170,57,80,18,18,137,62
541,9/1/12 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,823,20,30,30,50,25,36,7,17,61,19
541,9/1/12 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,410,50,70,40,120,53,72,17,28,125,44
541,9/1/12 0:00,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,509,60,90,30,150,52,74,47,-3,126,77
541,8/1/12 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,587,50,80,60,130,68,87,22,53,155,34
541,8/1/12 0:00,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,678,70,110,70,180,116,161,35,102,277,59
541,8/1/12 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,428,40,60,40,100,34,51,10,19,85,32
541,8/1/12 0:00,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,513,40,70,20,110,37,52,33,-11,89,63
541,7/1/12 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,1304,130,140,90,270,145,146,40,81,291,65
541,7/1/12 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,486,10,10,10,20,18,26,5,9,44,17
541,6/1/12 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,414,40,70,40,110,38,55,12,20,93,35
541,6/1/12 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,1245,140,140,90,280,149,149,41,83,298,66
541,6/1/12 0:00,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,496,50,80,30,130,44,63,40,-6,107,69
541,5/1/12 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,1156,140,140,90,280,149,149,41,83,298,66
541,5/1/12 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,361,40,70,40,110,52,71,17,27,123,44
541,5/1/12 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,361,50,60,20,110,53,65,20,11,118,54
541,4/1/12 0:00,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,653,50,100,70,150,88,134,29,73,222,61
541,4/1/12 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,337,50,60,20,110,54,67,20,13,121,54
541,3/1/12 0:00,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,481,50,90,60,140,89,125,27,74,214,51
541,3/1/12 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,768,30,50,50,80,37,55,10,33,92,22
541,3/1/12 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,325,50,70,20,120,58,71,22,15,129,56
541,2/1/12 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,618,30,50,30,80,44,56,14,30,100,26
541,2/1/12 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,452,10,20,20,30,22,34,6,17,56,17
541,2/1/12 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,329,50,80,50,130,60,80,19,33,140,47
541,1/1/12 0:00,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,500,50,80,50,130,84,116,26,67,200,49
541,1/1/12 0:00,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,435,70,110,40,180,63,87,57,1,150,86
530,12/1/13 0:00,West,Major Market,Colombian,Beans,Coffee,California,Regular,2642,330,500,350,830,279,420,97,402,745,149
530,12/1/13 0:00,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,940,130,180,40,310,135,187,122,46,343,156
530,10/1/13 0:00,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,541,20,40,40,60,39,51,12,39,96,25
530,9/1/13 0:00,West,Major Market,Green Tea,Leaves,Tea,California,Regular,656,30,70,40,100,60,90,19,58,160,51
530,9/1/13 0:00,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,1686,240,320,220,560,253,336,83,326,628,116
530,8/1/13 0:00,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,3139,240,-40,-140,200,196,-30,64,-189,165,100
530,6/1/13 0:00,West,Major Market,Colombian,Beans,Coffee,California,Regular,2476,440,670,500,1110,356,534,124,493,882,165
530,5/1/13 0:00,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,584,70,90,60,160,83,107,27,92,188,37
530,5/1/13 0:00,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,821,60,110,100,170,104,152,29,153,254,38
530,2/1/13 0:00,West,Major Market,Green Tea,Leaves,Tea,California,Regular,549,40,80,50,120,75,114,24,86,201,56
530,1/1/13 0:00,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,965,170,220,160,390,207,245,64,249,506,89
530,1/1/13 0:00,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,725,100,140,20,240,105,145,95,26,280,134
530,12/1/12 0:00,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,940,130,180,40,310,135,187,122,31,322,156
530,8/1/12 0:00,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,927,160,230,60,390,173,239,156,50,412,189
530,5/1/12 0:00,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,499,50,90,80,140,86,124,24,89,210,35
530,4/1/12 0:00,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,460,50,80,70,130,81,117,22,83,198,34
530,2/1/12 0:00,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,613,70,90,60,160,83,107,27,68,190,39
518,12/1/13 0:00,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,723,240,400,320,640,250,407,70,463,700,95
518,12/1/13 0:00,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,959,120,190,150,310,123,179,34,197,322,46
518,11/1/13 0:00,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,4742,160,-50,-120,110,225,-65,69,-232,171,91
518,9/1/13 0:00,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,928,130,190,150,320,123,179,34,197,322,46
518,9/1/13 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,2932,110,-50,-180,60,121,-53,110,-292,72,144
518,5/1/13 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,1613,200,300,200,500,265,386,100,348,645,125
518,4/1/13 0:00,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,460,80,130,100,210,81,117,22,123,211,34
518,4/1/13 0:00,East,Major Market,Colombian,Beans,Coffee,New York,Regular,2108,270,400,280,670,284,428,99,410,759,152
518,2/1/13 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,1454,180,200,110,380,240,255,91,194,528,124
518,1/1/13 0:00,East,Major Market,Colombian,Beans,Coffee,New York,Regular,2101,260,380,260,640,271,407,94,408,759,152
518,12/1/12 0:00,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,601,50,80,60,130,54,79,15,52,133,27
518,11/1/12 0:00,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,984,80,120,90,200,81,117,22,84,198,33
518,10/1/12 0:00,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,580,80,120,100,200,76,111,21,78,187,33
518,9/1/12 0:00,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,928,130,190,150,320,123,179,34,133,302,46
518,8/1/12 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,2615,160,-90,-260,70,173,-95,156,-284,78,189
518,7/1/12 0:00,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,952,110,160,120,270,104,152,29,111,256,41
518,5/1/12 0:00,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,871,110,160,120,270,104,152,29,112,256,40
518,3/1/12 0:00,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,441,80,130,100,210,81,117,22,83,198,34
518,2/1/12 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,1454,180,200,110,380,240,255,91,131,495,124
518,2/1/12 0:00,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,766,100,160,130,260,99,144,27,105,243,39
516,11/1/13 0:00,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,984,80,120,90,200,81,117,22,125,211,33
516,9/1/13 0:00,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,1286,230,320,240,550,249,318,69,332,604,94
516,9/1/13 0:00,East,Major Market,Colombian,Beans,Coffee,New York,Regular,2580,300,450,320,750,316,474,110,463,842,162
516,7/1/13 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,1781,200,410,310,610,270,523,102,536,786,126
516,5/1/13 0:00,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,1271,240,290,210,530,260,283,72,258,538,89
516,5/1/13 0:00,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,871,110,160,120,270,104,152,29,155,254,37
516,1/1/13 0:00,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,1459,210,270,200,480,228,262,63,273,548,91
516,1/1/13 0:00,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,965,150,-10,-70,140,207,-27,64,-176,201,90
516,1/1/13 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,1419,180,190,100,370,245,238,93,173,540,133
516,1/1/13 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,725,100,-50,-170,50,105,-44,95,-268,68,134
516,10/1/12 0:00,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,971,110,170,140,280,108,157,30,115,265,42
516,7/1/12 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,1781,200,410,310,610,270,523,102,388,793,135
516,6/1/12 0:00,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,947,130,190,150,320,123,178,34,133,301,45
516,5/1/12 0:00,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,499,90,130,100,220,86,124,24,89,210,35
516,4/1/12 0:00,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,1262,220,330,250,550,239,325,66,235,564,90
516,3/1/12 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,1471,180,220,130,400,245,268,93,141,513,127
515,12/1/13 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,830,120,170,120,290,127,185,40,183,332,62
515,12/1/13 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,1744,230,300,200,530,247,329,81,321,614,113
515,12/1/13 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,807,20,50,40,70,23,35,6,25,62,18
515,11/1/13 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,387,0,50,40,50,0,43,0,46,46,12
515,11/1/13 0:00,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,1003,20,40,20,60,29,35,8,7,68,30
515,11/1/13 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,802,20,50,40,70,22,34,6,24,60,18
515,10/1/13 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,789,90,150,130,240,122,176,39,169,318,62
515,10/1/13 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,1756,170,230,130,400,255,312,96,272,604,129
515,10/1/13 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,1755,170,170,110,340,239,239,66,221,509,90
515,10/1/13 0:00,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,1000,20,40,30,60,31,37,9,10,72,30
515,10/1/13 0:00,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,846,10,30,30,40,21,31,5,22,55,16
515,9/1/13 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,801,100,160,120,260,122,176,39,171,318,61
515,9/1/13 0:00,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,1003,30,40,20,70,33,39,10,10,77,32
515,8/1/13 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,817,130,200,150,330,154,222,49,208,373,66
515,8/1/13 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,1809,240,310,180,550,284,348,107,286,626,131
515,8/1/13 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,1714,250,350,250,600,295,392,97,362,681,121
515,7/1/13 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,1834,230,290,170,520,270,332,102,272,597,126
515,6/1/13 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,1714,230,300,180,530,271,332,102,272,598,126
515,6/1/13 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,608,20,30,20,50,22,30,7,15,52,18
515,5/1/13 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,1538,220,290,170,510,265,324,100,262,584,125
515,5/1/13 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,611,20,30,20,50,22,30,7,15,52,18
515,5/1/13 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,784,20,30,20,50,20,29,5,17,49,16
515,4/1/13 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,776,10,40,30,50,17,26,4,15,46,16
515,4/1/13 0:00,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,820,20,20,10,40,19,28,5,16,50,17
515,3/1/13 0:00,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,958,20,40,20,60,28,35,8,9,67,29
515,3/1/13 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,772,10,30,20,40,16,25,4,13,44,16
515,1/1/13 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,623,20,30,20,50,23,31,7,19,60,20
515,1/1/13 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,777,10,40,30,50,17,26,4,16,48,17
515,12/1/12 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,807,20,50,40,70,23,35,6,17,58,18
515,11/1/12 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,802,20,50,40,70,22,34,6,16,56,18
515,10/1/12 0:00,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,1000,20,40,30,60,31,37,9,7,68,30
515,9/1/12 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,803,20,40,30,60,23,35,6,18,58,17
515,8/1/12 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,1809,240,310,180,550,284,348,107,207,632,141
515,8/1/12 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,516,0,50,40,50,0,43,0,31,43,12
515,8/1/12 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,1797,220,240,150,460,266,266,74,167,532,99
515,7/1/12 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,1819,220,240,150,460,266,266,74,167,532,99
515,6/1/12 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,798,20,40,30,60,21,32,5,15,53,17
515,5/1/12 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,671,100,170,130,270,127,185,40,122,312,63
515,5/1/12 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,611,20,30,20,50,22,30,7,11,52,19
515,5/1/12 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,645,0,50,40,50,0,43,0,31,43,12
515,5/1/12 0:00,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,976,30,40,20,70,31,37,9,7,68,30
515,4/1/12 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,1423,220,280,160,500,260,318,98,186,578,132
515,4/1/12 0:00,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,964,20,40,20,60,28,33,8,3,61,30
515,4/1/12 0:00,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,820,20,20,10,40,19,28,5,11,47,17
515,3/1/12 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,1369,210,270,160,480,245,301,93,175,546,126
515,3/1/12 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,1417,200,220,140,420,239,239,66,148,478,91
515,2/1/12 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,1391,200,260,150,460,240,294,91,169,534,125
513,12/1/13 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,690,110,150,90,260,134,186,41,180,341,65
513,12/1/13 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,521,40,70,10,110,47,65,42,-9,119,71
513,12/1/13 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,817,70,110,70,180,88,133,29,107,236,61
513,10/1/13 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,1267,230,240,190,470,161,161,45,137,343,69
513,9/1/13 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,482,10,30,30,40,20,30,5,21,53,16
513,8/1/13 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,865,10,30,30,40,22,33,6,22,55,16
513,8/1/13 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,513,30,60,10,90,37,52,33,-15,88,59
513,8/1/13 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,484,10,20,20,30,16,25,4,12,41,15
513,8/1/13 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,1292,160,180,120,340,145,146,40,112,288,60
513,7/1/13 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,486,10,20,20,30,18,26,5,12,44,16
513,7/1/13 0:00,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,420,40,70,40,110,47,63,15,28,109,40
513,6/1/13 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,856,20,30,30,50,24,36,6,25,59,17
513,6/1/13 0:00,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,397,50,70,40,120,50,68,16,33,117,41
513,5/1/13 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,555,90,150,100,240,114,159,35,139,271,54
513,5/1/13 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,697,80,120,70,200,94,141,31,109,233,58
513,4/1/13 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,433,50,80,20,130,52,73,47,-4,133,76
513,3/1/13 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,813,20,40,40,60,32,47,8,42,84,19
513,3/1/13 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,632,70,110,60,180,84,126,27,101,224,58
513,2/1/13 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,817,20,50,50,70,32,48,8,42,85,20
513,2/1/13 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,427,50,80,20,130,54,75,49,-4,137,78
513,2/1/13 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,331,60,90,40,150,59,73,22,27,141,55
513,2/1/13 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,1073,190,210,140,400,170,170,47,145,362,72
513,1/1/13 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,435,60,90,20,150,63,87,57,0,168,91
513,1/1/13 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,651,70,110,60,180,84,126,27,106,235,61
513,12/1/12 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,817,70,110,70,180,88,133,29,72,221,61
513,12/1/12 0:00,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,424,50,70,40,120,54,73,17,29,127,44
513,10/1/12 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,859,10,30,30,40,27,39,7,20,66,19
513,9/1/12 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,666,80,120,80,200,96,134,29,81,230,53
513,9/1/12 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,1280,170,190,130,360,155,155,43,87,310,68
513,8/1/12 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,1292,160,180,120,340,145,146,40,81,291,65
513,7/1/12 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,692,120,170,110,290,141,195,43,128,336,67
513,7/1/12 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,419,50,80,30,130,51,64,19,11,115,53
513,7/1/12 0:00,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,432,30,50,30,80,34,51,10,18,85,33
513,6/1/12 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,856,20,30,30,50,24,36,6,18,60,18
513,6/1/12 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,767,90,150,90,240,111,167,36,99,278,68
513,6/1/12 0:00,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,397,50,70,40,120,50,68,16,24,118,44
513,5/1/12 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,555,90,150,100,240,114,159,35,101,273,58
513,5/1/12 0:00,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,384,40,60,30,100,42,61,13,24,103,37
513,4/1/12 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,433,50,80,20,130,52,73,47,-3,125,76
513,4/1/12 0:00,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,363,40,70,40,110,43,64,13,27,107,37
513,3/1/12 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,481,70,110,70,180,89,125,27,74,214,51
